indicator_type,Company,Sector,Country,Region,Indicator,KPI,Unit,year,value
Governance,Capricorn,Financial Services,South Africa,Africa,Board diversity,Male board members,%,2023,73
Governance,Capricorn,Financial Services,South Africa,Africa,Board diversity,Female board members,%,2023,27
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2023,4
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,2023,6
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,6
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board diversity,HDSA board members,Number,2023,3
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board composition,Female board members,Number,2023,2
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Employees,Prescribed officers,Number,2023,1
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of Executive Director service,Years,2023,13
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of Non-Executive Director service,Years,2023,6
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board diversity,Average age of directors,Years,2023,56
Governance,Cashbuild,Consumer Cyclical,South Africa,Africa,Board meeting,Board meeting attendance,%,2023,100
Governance,Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,3
Governance,Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Caxton and CTP Publishers & Printers Limited,Communication Services,South Africa,Africa,Board composition,Non-executive directors,Number,2023,5
Governance,Chrometco,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,2023,5
Governance,Chrometco,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Chrometco,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,4
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,2023,7
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board composition,Non-executive directors,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Male,Number,2023,5
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Female,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,White male,Number,2023,3
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,African male,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,African female,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Age - 35 - 40,Number,2023,5
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Age - 45 - 55,Number,2023,2
Governance,Conduit Capital,Financial Services,South Africa,Africa,Board diversity,Age - 55 - 90,Number,2023,2
Governance,Curro,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,6
Governance,Curro,Consumer Defensive,South Africa,Africa,Tax transparency,Total tax contribution,%,2023,32
Governance,Curro,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,2023,13
Governance,Datatec,Technology,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,3
Governance,Datatec,Technology,South Africa,Africa,Board composition,Number of board members,Number,2023,9
Governance,Datatec,Technology,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Datatec,Technology,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,7
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - South African,Number,2023,4
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - American,Number,2023,1
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - Brazilian,Number,2023,1
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Board nationalities - British,Number,2023,3
Governance,Datatec,Technology,South Africa,Africa,Board diversity,White,Number,2023,6
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Black,Number,2023,3
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Gender - Females,Number,2023,2
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Gender - Males,Number,2023,7
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Age - 40 - 50 years,Number,2023,2
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Age - 51 - 60 years,Number,2023,1
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Age - 61 - 70 years,Number,2023,6
Governance,Datatec,Technology,South Africa,Africa,Board tenure,0 - 3 years,Number,2023,3
Governance,Datatec,Technology,South Africa,Africa,Board tenure,4 - 6 years,Number,2023,2
Governance,Datatec,Technology,South Africa,Africa,Board tenure,7+ years,Number,2023,4
Governance,Datatec,Technology,South Africa,Africa,Board diversity,White,Number,2023,6
Governance,Datatec,Technology,South Africa,Africa,Board diversity,Black,Number,2023,3
Governance,Deep Yellow Limited,Energy,South Africa,Africa,Anti-Bribery,Anti-Bribery and Corruption training - Namibia,Number,2023,31
Governance,Deep Yellow Limited,Energy,South Africa,Africa,Anti-Bribery,Anti-Bribery and Corruption training - Namibia,%,2023,100
Governance,Deneb,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,9
Governance,Deneb,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Deneb,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,4
Governance,Deneb,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Deneb,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Dipula,Real Estate,South Africa,Africa,Board diversity,Executive - Black,%,2023,100
Governance,Dipula,Real Estate,South Africa,Africa,Board diversity,Black,%,2023,71
Governance,Dipula,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,6
Governance,DRA Global,Industrials,South Africa,Africa,Tax transparency,NPAT,$'million,2023,21.8
Governance,DRA Global,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,DRA Global,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,4
Governance,Efora Energy,Energy,South Africa,Africa,Ethics and integrity,Inappropriate behaviour,Number,2023,1
Governance,Efora Energy,Energy,South Africa,Africa,Ethics and integrity,Employees dismissed,Number,2023,1
Governance,Efora Energy,Energy,South Africa,Africa,Board composition,Number of board members,Number,2023,5
Governance,Efora Energy,Energy,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,4
Governance,Efora Energy,Energy,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Efora Energy,Energy,South Africa,Africa,Board diversity,Gender - Male,%,2023,60
Governance,Efora Energy,Energy,South Africa,Africa,Board diversity,Gender - Female,%,2023,40
Governance,Efora Energy,Energy,South Africa,Africa,Board diversity,Black,%,2023,100
Governance,Efora Energy,Energy,South Africa,Africa,Board tenure,1 - 2 years,Number,2023,1
Governance,Efora Energy,Energy,South Africa,Africa,Board tenure,2 - 3 years,Number,2023,2
Governance,Efora Energy,Energy,South Africa,Africa,Board tenure,>3 years,Number,2023,3
Governance,Efora Energy,Energy,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,1
Governance,Efora Energy,Energy,South Africa,Africa,Tax transparency,Total tax contribution,Rmillion,2023,7.8
Governance,Ellies,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,2023,9
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,7
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Black,Number,2023,5
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,White,Number,2023,4
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Black,%,2023,55.6
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,White,%,2023,44.4
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Female,Number,2023,2
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Male,Number,2023,7
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Female,%,2023,22.2
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Male,%,2023,77.8
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 30 and 60,Number,2023,5
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 61 and 75,Number,2023,4
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 30 and 60,%,2023,55.6
Governance,Ellies,Consumer Defensive,South Africa,Africa,Board diversity,Age - Between 61 and 75,%,2023,44.4
Governance,eMedia,Communication Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,eMedia,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,eMedia,Communication Services,South Africa,Africa,Board diversity,Black,%,2023,12.5
Governance,eMedia,Communication Services,South Africa,Africa,Board diversity,Coloured,%,2023,25
Governance,eMedia,Communication Services,South Africa,Africa,Board diversity,Indian,%,2023,50
Governance,eMedia,Communication Services,South Africa,Africa,Board diversity,White,%,2023,12.5
Governance,eMedia,Communication Services,South Africa,Africa,Board diversity,Male,%,2023,87.5
Governance,eMedia,Communication Services,South Africa,Africa,Board diversity,Female,%,2023,12.5
Governance,eMedia,Communication Services,South Africa,Africa,Board tenure,0 - 5 years,Number,2023,2
Governance,eMedia,Communication Services,South Africa,Africa,Board tenure,6 - 10 years,Number,2023,3
Governance,eMedia,Communication Services,South Africa,Africa,Board tenure,11 - 15 years,Number,2023,3
Governance,Emira Property Fund,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,11
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Average age,Years,2023,54
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board composition,Independent directors,%,2023,63
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,%,2023,88
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Female,%,2023,27
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Male,%,2023,73
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,Black,%,2023,45
Governance,Emira Property Fund,Real Estate,South Africa,Africa,Board diversity,White,%,2023,55
Governance,EOH,Technology,South Africa,Africa,Anti-corruption,Number of corruption cases reported,Number,2023,11
Governance,Ethos Capital,Financial Services,South Africa,Africa,Board composition,Number of board members,Number,2023,5
Governance,Ethos Capital,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,5
Governance,Ethos Capital,Financial Services,South Africa,Africa,Board composition,Nationality - South Africans,Number,2023,2
Governance,Ethos Capital,Financial Services,South Africa,Africa,Board composition,Nationality - Non-South Africans,Number,2023,3
Governance,Exemplar,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Exemplar,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2023,5
Governance,Exemplar,Real Estate,South Africa,Africa,Board composition,Independent directors,Number,2023,5
Governance,Exemplar,Real Estate,South Africa,Africa,Board composition,Female board members,Number,2023,1
Governance,Exemplar,Real Estate,South Africa,Africa,Board diversity,Average age of board members,Years,2023,61
Governance,Fairvest,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,10
Governance,Fairvest,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,8
Governance,Fairvest,Real Estate,South Africa,Africa,Board composition,Percentage of Non-Executive Directors,%,2023,80
Governance,Fairvest,Real Estate,South Africa,Africa,Board composition,Executive Directors,Number,2023,2
Governance,Fairvest,Real Estate,South Africa,Africa,Board composition,HDSA Board Members,Number,2023,5
Governance,Fairvest,Real Estate,South Africa,Africa,Board composition,Percentage of HDSA Board Members,%,2023,50
Governance,Fairvest,Real Estate,South Africa,Africa,Board diversity,Female Board Members,Number,2023,3
Governance,Fairvest,Real Estate,South Africa,Africa,Board diversity,Percentage of female Board Members,%,2023,30
Governance,Fairvest,Real Estate,South Africa,Africa,Board diversity,Average age of Directors,Number,2023,47
Governance,Fairvest,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Fairvest,Real Estate,South Africa,Africa,Board tenure,0 - 3 years,Number,2023,7
Governance,Fairvest,Real Estate,South Africa,Africa,Board tenure,3 - 5 years,Number,2023,1
Governance,FirstRand,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,1
Governance,Fortress,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Fortress,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,11
Governance,Fortress,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,8
Governance,Fortress,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Fortress,Real Estate,South Africa,Africa,Board tenure,0 - 3 years,Number,2023,3
Governance,Fortress,Real Estate,South Africa,Africa,Board tenure,4 - 7 years,Number,2023,6
Governance,Fortress,Real Estate,South Africa,Africa,Board tenure,7 - 8 years,Number,2023,2
Governance,Fortress,Real Estate,South Africa,Africa,Board tenure,Average tenure,Years,2023,4.4
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Age - 35 - 40 years,Number,2023,1
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Age - 41 - 50 years,Number,2023,3
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Age - 51 - 60 years,Number,2023,4
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Age - >60 years,Number,2023,3
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Average age,Years,2023,53.2
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,White,%,2023,63.6
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Male,%,2023,72.7
Governance,Fortress,Real Estate,South Africa,Africa,Board diversity,Female,%,2023,27.3
Governance,Frontier Transport Holdings,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Frontier Transport Holdings,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Gemfields,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Gemfields,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,5
Governance,Gemfields,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Gemfields,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Gemfields,Basic Materials,South Africa,Africa,Tax transparency,Total taxation charge,USD,2023,19398
Governance,Glencore,Basic Materials,South Africa,Africa,Tax transparency,Tax and royalty payments,$billion,2023,12
Governance,Glencore,Basic Materials,South Africa,Africa,Board diversity,Percentage of female managers,%,2023,21
Governance,Glencore,Basic Materials,South Africa,Africa,Board composition,Number of female Board directors,Number,2023,4
Governance,Global Trade Centre SA,Real Estate,South Africa,Africa,Tax transparency,Total income tax and other taxes,EUR,2023,12621000
Governance,Global Trade Centre SA,Real Estate,South Africa,Africa,Anti-corruption,Number of confirmed cases of corruption,Number,2023,0
Governance,Global Trade Centre SA,Real Estate,South Africa,Africa,Anti-corruption,Percentage of employees who received antibribery and antimonopoly training,%,2023,100
Governance,Grand Parade Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,2023,7
Governance,Grand Parade Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Grand Parade Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Grand Parade Investments Limited,Consumer Cyclical,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Grand Parade Investments Limited,Consumer Cyclical,South Africa,Africa,Board diversity,Female,Number,2023,2
Governance,Grand Parade Investments Limited,Consumer Cyclical,South Africa,Africa,Board diversity,Male,Number,2023,3
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board composition,Female on the board,%,2023,37.5
Governance,Grindrod Limited,Industrials,South Africa,Africa,Tax transparency,Total tax contribution,Rmillion,2023,700
Governance,Grindrod Limited,Industrials,South Africa,Africa,Anti-corruption,Cases of bribery and corruption,Number,2023,0
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,6
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,6
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board diversity,African,Number,2023,3
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board diversity,Coloured,Number,2023,1
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board diversity,Indian,Number,2023,1
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board diversity,White,Number,2023,1
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board diversity,Male,Number,2023,4
Governance,Grindrod Limited,Industrials,South Africa,Africa,Board diversity,Female,Number,2023,2
Governance,Grindrod Limited,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,3
Governance,Hammerson,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Hammerson,Real Estate,South Africa,Africa,Board diversity,Percentage of females on the Board directors,%,2023,38
Governance,Hammerson,Real Estate,South Africa,Africa,Board diversity,Percentage of females in senior management,%,2023,33
Governance,Harmony,Basic Materials,South Africa,Africa,Board diversity,Historically disadvantaged board members,%,2023,67
Governance,Harmony,Basic Materials,South Africa,Africa,Board diversity,Historically disadvantaged female board members,%,2023,25
Governance,Harmony,Basic Materials,South Africa,Africa,Tax transparency,Income tax,Rmillion,2023,518
Governance,Harmony,Basic Materials,South Africa,Africa,Board diversity,HDSA,Number,2023,8
Governance,Harmony,Basic Materials,South Africa,Africa,Board diversity,Racial diversity - Other,Number,2023,4
Governance,Harmony,Basic Materials,South Africa,Africa,Board diversity,Board members are female,Number,2023,3
Governance,Harmony,Basic Materials,South Africa,Africa,Board diversity,Board members are male,Number,2023,9
Governance,Harmony,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,2023,11
Governance,Harmony,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,%,2023,67
Governance,Harmony,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,%,2023,8
Governance,Harmony,Basic Materials,South Africa,Africa,Board composition,Executive directors,%,2023,25
Governance,Harmony,Basic Materials,South Africa,Africa,Board tenure,1 - 5 years,Number,2023,4
Governance,Harmony,Basic Materials,South Africa,Africa,Board tenure,6 - 10 years,Number,2023,4
Governance,Harmony,Basic Materials,South Africa,Africa,Board tenure,More than 10 years,Number,2023,4
Governance,Harmony,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,7
Governance,HCI,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,HCI,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,11
Governance,HCI,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2023,4
Governance,HCI,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,HCI,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,6
Governance,Heriot,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,7
Governance,Heriot,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2023,5
Governance,Heriot,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Heriot,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Heriot,Real Estate,South Africa,Africa,Board diversity,Board memebrs who are deemed historically disadvantaged South Africans,Number,2023,1
Governance,Heriot,Real Estate,South Africa,Africa,Board diversity,female board members,Number,2023,1
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,%,2023,37.5
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,%,2023,37.5
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Non-Independent non-executive directors,%,2023,12.5
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Alternate non-executive directors,%,2023,12.5
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Executive chair,Number,2023,1
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Non-Independent non-executive directors,Number,2023,1
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Alternate non-executive directors,Number,2023,1
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Average age of board members,Years,2023,51
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board tenure,0 - 3 years,Number,2023,3
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board tenure,3 - 5 years,Number,2023,1
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board tenure,6 - 9 years,Number,2023,4
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Female members,%,2023,25
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Female members,Number,2023,2
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Male members,%,2023,75
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Male members,Number,2023,6
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Black members,%,2023,12.5
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board diversity,Black members,Number,2023,1
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board meetings,Board meeting attendance,%,2023,100
Governance,Homechoice International PLC,Consumer Cyclical,South Africa,Africa,Board meetings,Board committees attendance,%,2023,100
Governance,Hudaco,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,7
Governance,Hudaco,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Hudaco,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Hudaco,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Hudaco,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,3
Governance,Huge Group Limited,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,2023,8
Governance,Huge Group Limited,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Huge Group Limited,Communication Services,South Africa,Africa,Board composition,Non-executive directors,Number,2023,2
Governance,Huge Group Limited,Communication Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Huge Group Limited,Communication Services,South Africa,Africa,Board diversity,Male members,%,2023,100
Governance,Hulamin,Industrials,South Africa,Africa,Tax transparency,Income taxes paid,Rand,2023,167712000
Governance,Hulamin,Industrials,South Africa,Africa,B-BBEE level,B-BBEE expenditure,Rmillion,2023,122723
Governance,Hulamin,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,5
Governance,Hyprop,Real Estate,South Africa,Africa,Board composition,Number of board members,Number,2023,11
Governance,Hyprop,Real Estate,South Africa,Africa,Board composition,Executive directors,Number,2023,3
Governance,Hyprop,Real Estate,South Africa,Africa,Board composition,Non-executive directors,Number,2023,1
Governance,Hyprop,Real Estate,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,7
Governance,Hyprop,Real Estate,South Africa,Africa,Board diversity,Male members,%,2023,73
Governance,Hyprop,Real Estate,South Africa,Africa,Board diversity,Female members,%,2023,27
Governance,Hyprop,Real Estate,South Africa,Africa,Board diversity,White members,%,2023,73
Governance,Hyprop,Real Estate,South Africa,Africa,Board diversity,Black members,%,2023,27
Governance,Hyprop,Real Estate,South Africa,Africa,Board tenure,1.5 years,%,2023,27
Governance,Hyprop,Real Estate,South Africa,Africa,Board tenure,2 - 5 years,%,2023,27
Governance,Hyprop,Real Estate,South Africa,Africa,Board tenure,6+ years,%,2023,18
Governance,Hyprop,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,3
Governance,Hyprop,Real Estate,South Africa,Africa,Ethics and integrity,Disciplinary case,Number,2023,1
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,5
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2023,2
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,2
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,3
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board diversity,Male members,Number,2023,2
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board diversity,Female members,Number,2023,3
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board diversity,White members,Number,2023,2
Governance,Insimbi Industrial Holdings,Industrials,South Africa,Africa,Board diversity,Black members,Number,2023,3
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board composition,Number of board members,Number,2023,12
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2023,5
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,2023,3
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board composition,Non-executive directors,Number,2023,4
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board diversity,Male members,Number,2023,10
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board composition,Female members,Number,2023,1
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Tax transparency,Income tax,Rand,2023,136806000
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,4
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board tenure,0 - 5 years,Number,2023,6
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board tenure,6 - 10 years,Number,2023,2
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board tenure,<10 years,Number,2023,4
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board diversity,40 - 50 years,Number,2023,2
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board diversity,51 - 60 years,Number,2023,7
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board diversity,61 - 70 years,Number,2023,1
Governance,Invicta Holdings Limited,Industrials,South Africa,Africa,Board diversity,71 - 80 years,Number,2023,2
Governance,Italtile Limited,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2023,2
Governance,Italtile Limited,Consumer Cyclical,South Africa,Africa,Tax transparency,Taxation,Rmillion,2023,633
